Organization Name,Direct Cost,Indirect Cost,Funding
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,36108,,36108
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,50000,28375,78375
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,142852,11428,154280
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,360375,28430,211118
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,207500,118015,325515
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,19350,10933,30283
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,122290,8941,131231
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128075,363075
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,273491,149053,422544
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,3404376,331541,3735917
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,341680,194758,536438
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,53942,,53942
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,539751,17270,557021
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150691,77877,228568
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,141000,80605,221605
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,240000,130800,370800
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,213750,116494,330244
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,191070,95336,286406
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,33657,,33657
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,457563,261574,719137
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,82618,6609,89227
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,207500,118102,325602
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,354304,44617,398921
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,200000,114333,314333
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,911526,247762,1159288
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189199,103113,292312
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,122875,9550,132425
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115228,20172,135400
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,621414,61858,683272
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1,0,1
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,217126,118334,335460
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,121750,9740,131490
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,316221,134746,450967
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,113750,9100,122850
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,29716,,29716
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,333910,135855,469765
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,206872,112745,319617
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,501020,267194,768214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,350418,23944,344053
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,434730,46688,481418
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,306360,162499,468859
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,128874,10310,139184
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,174090,94879,268969
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,181517,98927,280444
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,204911,111676,316587
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,190236,103679,293915
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,441018,135945,576963
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,200000,114167,314167
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115750,7960,123710
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128075,363075
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,164124,89448,253572
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,524046,178176,659215
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,47520,9360,56880
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,413913,11852,425765
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,117500,66975,184475
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,277545,142912,420457
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,347975,167801,515776
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,195050,106303,301353
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,844807,452946,1166373
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,971,529,1500
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237600,129492,367092
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,174650,13972,188622
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,147000,80115,227115
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,200000,113833,313833
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,105977,27553,133530
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,35854,,35854
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237500,129438,366938
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,345325,123076,468401
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,66530,,66530
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,204239,103113,307352
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,413120,57679,470799
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,264129,135437,399566
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,278534,151801,430335
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,171747,13740,185487
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,225369,107035,332404
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,35307,,35307
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,95000,51775,146775
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,238000,135462,373462
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,236398,128837,365235
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,376230,214451,590681
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52403,11691,64094
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,212300,115704,328004
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237500,135375,372875
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,33657,,33657
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,234022,128813,362835
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,216089,14640,230729
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,121750,9740,131490
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,240000,130800,370800
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,550905,301535,852440
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,71354,7407,78761
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,184232,56054,240286
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,203148,110716,313864
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,8997,5117,14114
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,206872,112111,318983
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,288146,19607,307753
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,34760,,34760
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,320894,182909,503803
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,143750,30920,174670
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,303872,125800,429672
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,256734,146981,403715
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,402759,32386,435145
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,250000,108045,358045
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,238000,129710,367710
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,406829,185720,592549
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,216524,112533,329057
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,280009,21636,287240
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,403848,229352,633200
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,352257,107802,460059
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,382240,102028,484268
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209250,119273,328523
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,35647,,35647
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,44157,25169,69326
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,35647,,35647
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85625,235625
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,236008,125027,361035
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,250000,136250,386250
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,201875,115069,316944
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,231137,86112,317249
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,34390,,34390
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115750,8260,124010
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,184347,91896,276243
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189199,98739,287938
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,280850,17685,295207
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237500,129229,366729
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,228000,124260,352260
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,112750,9020,121770
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,409382,87165,496547
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,411732,143415,457800
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,122000,9760,131760
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,240000,123690,363690
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,106132,8491,114623
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115000,9200,124200
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,407602,222143,629745
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,208408,52783,261191
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1978501,932905,2911406
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,853468,62277,915745
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,205711,112112,317823
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,135053,0,135053
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,186000,106175,292175
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,325514,83779,409293
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,148250,11612,159862
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,32964,,32964
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,196281,96777,293058
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,263803,139928,403731
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,393987,208189,602176
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,211094,112957,324051
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,266704,145354,412058
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,914531,340912,1255443
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,6000000,0,6000000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,34093,,34093
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,244654,138984,383638
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,191070,104133,295203
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,102225,55713,157938
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,132080,10566,142646
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,113000,9040,122040
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,191070,80992,272062
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,285209,155439,440648
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189199,103113,292312
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,34535,,34535
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,410267,213042,623309
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,79811,6385,86196
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,127934,362934
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,59432,,59432
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,193000,97045,290045
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,224953,109546,156309
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,184347,72848,257195
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,531683,26397,558080
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,25000,,25000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,157450,10936,168386
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,442342,146549,588891
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1086097,558705,1644802
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,248524,19882,268406
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,293133,159759,452892
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,173300,13864,187164
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,886435,189390,1075825
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,159000,12720,171720
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,893248,451772,1345020
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,35063,,35063
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,167900,13432,181332
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,348372,149036,497408
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,427404,119663,547067
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,108750,61761,170511
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,285309,162626,447935
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,360208,149473,509681
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,212305,115706,328011
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,340256,16980,357236
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,583126,146576,729702
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,187224,89516,276740
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,190080,87189,277269
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,281875,153622,435497
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189804,14320,194264
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,241250,116941,358191
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,164567,12869,177436
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,180863,14469,195332
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,123843,24118,147961
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,82585,6607,89192
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,195050,111179,306229
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,55670,,55670
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237500,129438,366938
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,351125,103637,454762
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,332592,151469,484061
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189936,14115,184960
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1500000,855000,2355000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,221656,126344,348000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,183125,57395,240520
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,159277,,159277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,173300,13864,187164
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,223269,121681,344950
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,924693,528616,1453309
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52325,4033,56358
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,33974,,33974
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,211549,120583,332132
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,50000,28213,78213
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,44754,,44754
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,117249,9380,126629
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189138,14051,136599
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,182868,99663,282531
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,144500,11456,155956
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,159218,83995,243213
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,462964,37037,362935
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1866628,734880,2601508
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,782224,413139,1195363
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,410656,90053,500709
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,164053,40027,204080
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,152188,12175,164363
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,212114,53168,265282
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,409999,217595,627594
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,990487,185089,1175576
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,118750,67688,186438
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,125000,70990,195990
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,351201,198815,550016
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,537352,74957,612309
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189199,103113,292312
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128075,363075
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,200000,49711,249711
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,130500,74603,205103
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,142450,11396,153846
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,250000,142188,392188
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,540465,50603,591068
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,167450,13396,180846
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,151830,12146,163976
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,307452,161804,469256
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,40650,,40650
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,174425,13954,188379
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,490330,59442,549772
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,127750,10220,137970
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,313626,163093,476719
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,233920,18714,190778
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,647392,179719,827111
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,2932669,677234,3351359
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,577105,19403,596508
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,118475,9478,127953
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,504725,96365,601090
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,496285,39703,535951
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128075,363075
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115750,9260,125010
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,142250,10196,152446
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,33241,18781,52022
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,62030,,62030
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,224601,123627,348228
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,193500,110295,303795
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,125529,360529
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,221203,109744,330947
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,141750,80857,222607
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,141000,80370,221370
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,176670,14134,190804
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85500,235500
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,239641,123698,363339
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,337492,177990,515482
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,226701,105660,332361
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,349217,87567,436784
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,15000,,15000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,451188,231853,683041
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,600000,48000,195700
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,336669,180895,517564
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,122373,9790,132163
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,580187,296069,876256
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,495271,264507,759778
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,208400,16672,225072
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,238838,113496,352334
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235620,128413,364033
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,118727,9498,128225
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128075,363075
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,195050,106302,301352
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1839228,218819,2058047
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,220500,120173,340673
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,83333,6667,90000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,530675,188749,719424
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,143458,11477,154935
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,196763,107600,304363
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,170279,92802,263081
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,137750,11020,148770
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,183350,94753,278103
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,376245,205053,581298
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,299250,61750,361000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,149651,85301,234952
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85500,235500
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,306392,35986,342378
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,188434,14675,203109
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,283833,154688,438521
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,122500,9800,132300
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,265684,137989,403673
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,245141,139730,384871
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189199,103113,292312
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,87651,47770,135421
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,232650,126794,359444
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,299880,16980,316860
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,238000,122543,360543
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,784145,406820,1190965
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,118000,9440,127440
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,164300,89543,253843
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,39466,,39466
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,193000,105185,298185
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,184259,83610,267869
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,218750,125052,343802
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,31593,,31593
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,26971,,26971
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,119636,329524
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,117875,58662,176537
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,215657,50684,266341
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,386952,199850,586802
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,170243,78429,248672
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,39466,,39466
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,239412,109106,348518
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,4462359,2541685,7004044
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,50000,28500,78500
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,47114,,47114
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,182385,103808,286193
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,112751,42494,155245
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,164525,13162,177687
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,146433,28579,175012
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209061,16725,225786
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,124000,9920,133920
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,3169869,818087,3987956
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,82040,6563,88603
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,195050,110934,305984
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,506944,,506944
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,175000,99604,274604
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,343872,187410,531282
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,211094,120500,331594
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,133265,368265
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,258918,29049,287967
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,143750,81938,225688
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,177924,13267,191191
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,121750,9740,131490
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,7866,161,8027
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,211094,115046,326140
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,145810,79466,225276
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,462466,172702,635168
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,63694,36306,100000
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,321305,174259,495564
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,212305,121014,333319
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1500000,872625,2372625
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,118875,67759,186634
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,205711,112112,317823
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,52190,,52190
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,143750,11500,155250
